EIN,NAME,F9_03_PZ_MISSION,totRevenue_12,totRevenue_13,totRevenue_14,totRevenue_15,totRevenue_16,totRevenue_17,totRevenue_18,totRevenue_19,totRevenue_20,totRevenue_21,totRevenue_22,totRevenue_23
141916238,FOUNDATION AGAINST CONTINUING TERRORISM (FACT),Shivaji held off the Mogul invaders,,,,,100.0,104.48920919209775,52.89535538763379,19.240855494473475,,,,
141928509,COMMUNITY PROJECT,"TO PROVIDE EXCLUSIVELY FOR CHARITABLE AND EDUCATIONAL PURPOSES A CENTER WHICH WILL PROVIDE MULTIMEDIA EQUIPMENT, TECHNOLOGIES AND/OR WORKSHOPS TO INDIVIDUALS AND GROUPS TO PRODUCE MEDIA FOR ARTISTIC",,,,,,100.0,4.30567602084372,1.3327824180627361,,1.9020235891902229,0.3974785382077952,0.023903348517650913
161381378,CANISTEO FIRE COMPANY INC,FIREFIGHTING,,,,,,100.0,16.716734303579813,19.566125283340583,25.35304164494509,34.768157558965086,36.97410979933583,21.54425297453607
161489979,DANSVILLE AMBULANCE COMPANY INC,TO PROVIDE EMERGENCY MEDICAL TRANSPORTATION,100.0,288.4309605610608,,,,297.34376330957724,239.57664896788663,252.0173769840143,253.90982140321987,249.5286635054942,334.1747352281439,221.40180016468383
200070220,MENTAL HEALTH AMERICA MONROE COUNTY,"MENTAL HEALTH AMERICA OF MONROE COUNTY IS A 501(C)(3) NONPROFIT ORGANIZATION DEDICATED TO PROMOTING MENTAL HEALTH AND SUPPORTING MENTAL HEALTH CONSUMERS AND THEIR FAMILIES THROUGH EDUCATION, REFERRAL, AND SERVICE. WE ACHIEVE OUR MISSION BY EDUCATING THE PUBLIC ABOUT WAYS TO PRESERVE AND STRENGTHEN MENTAL HEALTH; BY SPONSORING SUPPORT GROUPS; BY SERVING AS A CLEARINGHOUSE FOR INFORMATION ABOUT MENTAL HEALTH PROMOTION, PREVENTION, AND TREATMENT RESOURCES IN OUR COMMUNITY; AND BY FOSTERING INNOVATION IN POLICY, RESEARCH, PRACTICE, AND SERVICES.",100.0,22.584765443567115,51.95076637250349,,,,,,,,,
200513527,Successful Systems Inc,"Supported Living Coaching, companion, non-residential support, in-home support and trasnsportation provided for developmentally disabled, foster care, aged and adult services",100.0,85.53109816456222,0.0,,,,,,,,,
200530212,AESCULAPIUS FOUNDATION,TO EDUCATE HEALTH CARE PROFESSIONALS ON THE DEVELOPMENTS CONCERNING ADVANCES IN HEALTH CARE.,100.0,,,,,,,,,,,
201338984,LITTLE FERRY HOOK & LADDER COMPANY NO 1 INC,VOLUNTEER FIRE DEPARTMENT,,,,,100.0,86.43244104525175,89.19295729764181,108.48868706182282,98.23135755258127,56.14643084767368,69.82154238368388,112.5278840025494
201492556,IFN REALTY INC,TO PROVIDE AFFORDABLE HOME OWNERSHIP TO LOW AND MODERATE INCOME FAMILIES THRU CONSTRUCTION AND REHABILITATION.,100.0,100.0,,,,,,,,,,
201925167,BRICKTOWN MODEL RAILROADERS ASSOCIATION,PROVIDE A MUSEUM OF LOCAL RAILROAD HISTORY FOR EDUCATIONAL AND HISTORICAL PURPOSES,,,,,,,100.0,9.225603609282649,7.514997434220979,6.427992779350819,6.822627826589805,6.756204105767402
202095287,HENDRICKS DAY SCHOOL OF,THE ORGANIZATION OPERATES AN ELEMENTARY SCHOOL (PRE-KINDERGARTEN THROUGH 5TH GRADE) AND A MIDDLE SCHOOL (GRADES 6TH THROUGH 8TH). CURRICULUM EMPHASIZES MULTIPLE TEACHING STRATEGIES IN A LOVING AND CARING ENVIRONMENT.,100.0,112.85580630390457,,,,,,,,,,
202643592,AMERICA AT WORK INC,"AMERICA AT WORK IS THE PREMIER FACILIATOR THAT FOSTERS THE ECONOMICALLY BENEFICIAL JOB DEVELOPMENT AND PLACEMENT FOR DISPLACED AND NON-TRADITIONAL WORKERS, WHILE SUPPORTING A FUNDAMENTAL SHIFT IN PERCEPTION OF THIS WORKFOCE WITH EMPOLOYERS.",100.0,,,,,,,,,,,
202874553,WELLINGTON SCHOOLS LATCHKEY PARENTS,PARENT ORGANIZATION FORMED TO HOLD FUNDRAISING ACTIVITIES TO SUPPORT THE OPERATION OF THE LATCHKEY PROGRAM AT WELLINGTON SCHOOLS.,,,,,100.0,112.11424422122715,86.34878373472105,94.1788696599298,,,,
203004607,FARMING LIONS,SERVICE TO COMMUNITY,,,,,,100.0,207.36271602413336,241.74932678869686,,199.60800354501143,,97.20489484269011
203004607,FARMING LIONS CLUB,SERVICE TO COMMUNITY,,,,,,100.0,207.36271602413336,241.74932678869686,,199.60800354501143,,97.20489484269011
203732417,GUJARATI SAMAJ OF GATORLAND INC,"ARTS,CULTURE AND HUMANITIES",,,,,100.0,126.37085836078279,82.19614139009605,91.74578570044565,125.96119245993303,2.8344451518255047,6.759487364021369,132.43834251390928
204054959,FAMILY SCHOLARSHIP INC,TO SOLICIT DONATIONS AND PROVIDE SCHOLARSHIP TO HIGH SCHOOL GRADUATES.,100.0,,,,,,,,,,,
204116121,Rapha House,We provide homes for children,100.0,115.5653388646658,,,25.169407910804008,28.007580617325356,86.92864516002983,66.06306109756137,71.74689595211967,58.739689806870096,36.171723125116,70.73321632437748
204209205,NYC MEDICS,THE CORPORATION IS FORMED FOR THE CHARITABLE PURPOSE OF ALLEVIATING SUFFERING CAUSED BY NATURAL DISASTERS AND OTHER HUMANITARIAN CRISES IN FOREIGN COUNTRIES.,,,,,100.0,93.51558325912734,3305.494211932324,76.57346393588602,202.46838824577026,1593.052537845058,3086.073018699911,2258.181656277827
204850732,PETRA MINISTRIES INC,To restore hope and provide opportunities for people to become all that God intends them to be partner with the local church to put Christian faith into action through service to the community.,,,,,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
204889142,Southwest Lowline Angus Breeders Association,"Education about the Aberdeen breed and best practices, promotion of",,,,,,,100.0,,,,,
204890877,Edusports AKA Edusports Inc,"Improve the effectiveness of nutritional education, physical education, social and emotional enhancement in the promotion of child development, increase public understanding and appreciation of these values as they contribute to child development, evaluate professional standards as necessary to assure the improvement of education, to cooperate with other similar groups within the region having common interests, and to conduct activities as approved by the Executive Board.",,,,,100.0,82.70836321905036,51.49619853679529,,,,,
205286952,BIBLE STUDY SEMINARS,BIBLE EDUCATION,100.0,150.30794338764483,51.72592770955401,,,,,,,,,
205289962,True Star Foundation Inc,There is a tremendous need for urban youth to have after-school employment that teaches critical academic and life skills in an environment that encourages and values their input. The True Star Foundation provides services which eliminate the prime time hours for delinquent behavior.,100.0,,,,141.71371496348087,141.3643797989887,148.5241275984768,165.13565141394594,166.24957862538236,199.21118671577503,284.20800299644173,187.10631125538424
205289962,TRUE STAR FOUNDATION,"TRUE STAR'S PURPOSE IS TO PROVIDE A CREATIVE OUTLET IN THE FORM OF LITERARY AND PROFESSIONAL DEVELOPMENT PROGRAMS FOR YOUTH. ITS PROGRAMS EXPOSE YOUTH TO REAL WORLD EXPERIENCES, PARTICULARLY IN THE FIELDS OF PUBLISHING, MARKETING AND ENTERTAINMENT.",100.0,,,,141.71371496348087,141.3643797989887,148.5241275984768,165.13565141394594,166.24957862538236,199.21118671577503,284.20800299644173,187.10631125538424
205741611,THE MICHIGAN KOREAN CHAMBER OF,"THE MICHIGAN KOREAN CHAMBER OF COMMERCE FOUNDATION IS ORGANIZED EXCLUSIVELY FOR CHARITABLE AND EDUCATIONAL PURPOSES, THE MAKING OF DISTRIBUTIONS TO ORGANIZATIONS UNDER SECTION 501(C)(3) OF THE INTERNAL REVENUE CODE.",,100.0,,,31.607510027977213,116.1559982472107,11.130212020089662,50.905046010718976,20.7402164020629,0.010112245929821012,0.003370748643273671,0.003370748643273671
205766416,TOWANDA FIRE DEPARTMENT,"TO SAVE LIFE, PROPERTY, EXTINGUISH FIRE AND SERVE THE BOROUGH OF TOWANDA AND CONTRACTED AREAS DURING EMERGENCY CONDITIONS.",,,,,100.0,497.05609529854024,149.885270712298,115.7276766098716,106.95698872235513,171.56178294195186,77.30557047307524,
205804466,VIGILANT HOPE INC,"Vigilant Hope is a modern missions organization with the purpose to educate and equip the Body of Christ to reach into the community with the hope of the gospel through urban outreach, relief ministry and educational programs.",,,,,100.0,130.44481206377242,66.21563729593282,163.2379207392224,216.90536292156307,334.46387261331205,444.4772519063845,446.69043743038486
208174452,STATE COLLEGE JAZZ FESTIVAL,"JAZZPA'S VISION IS TO PROMOTE, CREATE, AND PRESENT JAZZ 12 MONTHS OF THE YEAR IN CENTRAL PENNSYLVANIA.",100.0,,,,,,,,,,,
223464276,HARRISON TOWNSHIP SOCCER CLUB INC,YOUTH SOCCER ORGANIZATION,,,,100.0,131.10522177563465,146.34057831563783,134.81825229693249,127.34545534521342,104.43661236137305,,,
223675056,ANIMAL LIFELINE INC,TO PROVIDE VETINARY AND HUMANE CARE AND REHABILITATE ANIMALS IN NEED: SPAY AND NEUTER RESCUED ANIMALS AND PLACE THEM IN APPROPRIATE AND LOVING HOMES; EDUCATE THE PUBLIC ABOUT THE IMPORTANCE OF ANIMAL POPULATION CONTROL AND ENCOURAGE ANIMAL RESCUE ACTIVITIES.,,,100.0,,91.84725940538256,58.04424404678032,72.59123573340848,176.4548400732704,,,,
232166231,ASSOCIATION OF CLINICAL RESEARCH,TO PROVIDE GLOBAL LEADERSHIP TO PROMOTE INTEGRITY AND EXCELLENCE FOR THE CLINICAL RESEARCH PROFESSION,,100.0,,,96.46328465650804,,95.10735373090344,,85.12462192588232,,75.5166827833794,98.7744253010895
232166231,ASSOCIATION OF CLINICAL RESEARCH PROFESSIONALS,TO PROVIDE GLOBAL LEADERSHIP TO PROMOTE INTEGRITY AND EXCELLENCE FOR THE CLINICAL RESEARCH PROFESSION,,100.0,,,96.46328465650804,,95.10735373090344,,85.12462192588232,,75.5166827833794,98.7744253010895
232775459,FRIENDS OF RYERSS LIBRARY AND MUSEUM,library and museum open to all visitors as well as historical lectures,,,,,100.0,55.326066169439656,70.60623446165614,,,,,
232945469,National Outdoor Foundation Inc,Conduct public activities,100.0,82.55300981926852,94.20093923438168,,85.00071154119824,100.24192400740002,135.09321189696882,197.6447986338409,146.44940942080547,77.38010530809734,-52.16308524263555,23.552013661591005
237033105,ALLIANCE HOT STOVE BASEBALL LEAGUE,THE MISSION IS TO INTRODUCE BOYS AND GIRLS TO THE GAME OF BASEBALL IN A STRUCTURED AND COMPETITIVE ATMOSPHERE.,,,,,100.0,96.82970699158689,91.15288656803017,89.86597040905136,78.50536698578475,46.15491731940818,,
237246859,EL MONTE HISTORICAL SOCIETY,PROTECING OUR FUTURE WHILE PRESERVING OUR PAST,,,,,,,100.0,31.0144062103456,22.20646413376129,74.80779278943047,22.945435545271327,12.54012092259461
237375402,NEW YORK VETERAN POLICE ASSOCIATION INC,REACHING OUT TO BOTH MEMBERS AND POTENTAL MEMBERS AND THE PUBLIC IN GENERAL REGARDING SAFETY AND DRUGS AND GENERAL PUBLIC ISSUES. KEEPING MEMBERS INFORMED OF ISSUES INVOLVING RETIRES POLICE.,,,,,100.0,978.2997477086194,1739.6831986714783,1854.0286781847794,2176.9392903905728,1461.2365471210042,1693.3446172516205,1535.9818605690928
237375402,NEW YORK VETERAN POLICE ASSOCIATION,"REACHING OUT TO BOTH MEMBERS, POTENTAL MEMBERS AND THE PUBLIC IN GENERAL REGARDING SAFETY AND DRUGS AND GENERAL PUBLIC ISSUES. KEEPING MEMBERS INFORMED OF ISSUES INVOLVING RETIRED POLICE.",,,,,100.0,978.2997477086194,1739.6831986714783,1854.0286781847794,2176.9392903905728,1461.2365471210042,1693.3446172516205,1535.9818605690928
237386905,WATERCOLOR WEST,"WATERCOLOR WEST WAS FORMED TO PRESERVE THE TRADITIONAL TECHNIQUE OF TRANSPARENT WATERCOLOR PAINTING, TO PROMOTE AND ADVANCE THE APPRECIATION OF PURELY TRANSPARENT WATERCOLOR PAINTING THROUGH EDUCATION, EXHIBITION AND COMMUNITY SERVICE.",,,,,100.0,77.05546951992116,100.6968886386034,,,,,
237401511,GREATER FREMONT DEVELOPMENT COUNCIL,PROMOTION AND INDUCEMENT OF GENERAL COMMERCIAL ACTIVITY IN THE FREMONT AREA.,100.0,57.94279172661314,64.07728840828575,,113.80362308751413,103.82203245618106,104.66948221716868,698.3119073034143,1049.6186630776133,,330.4818922974583,270.5982271313872
237416258,WOMANS CLUB OF PARAMUS,"TO ENCOURAGE FRIENDSHIP WITHIN THE COMMUNITY, TO PROMOTE THE CIVIC AND SOCIAL WELFARE OF THE COMMUNITY, TO ASSIST YOUTH ORGANIZATIONS, TO HOLD EDUCATIONAL PROGRAMS, AND TO ELEVATE THE INTELLECTUAL AND SOCIAL PLANE OF MEMBERS IN THE INTEREST OF HIGHER STANDARDS OF CITIZENSHIP.",,,,,100.0,,449.78002528445006,96.65992414664981,,41.19848293299621,43.00126422250316,120.06573957016435
237424608,SHERRILLS FORD OPTIMIST CLUB,PROVIDING TEAM SPORT OPPORTUNITIES TO CHILDREN WITHIN LOCAL COMMUNITY,,,,,100.0,,142.36578833353028,151.33128520225293,,115.23002087518218,130.78301626688724,156.23399897593447
250987014,Hiller Volunteer Fire Company,"Volenteer Fire Company, Offering Public Service, rescue, and ambulance.",,,,,,,100.0,46.75047156745064,50.00813426371723,73.53198524400592,60.53387151380846,69.5809315270871
251592872,A QUAINT CORNER CHILDREN'S MUSEUM,"THE OFFER EDUCATIONAL AND INTERACTIVE EXHIBITS FOR CHILDREN, BRINGING FAMILIES TOGETHER IN A SAFE ENVIRONMENT, EMPHASIZE THE IMPORTANCE OF THE FAMILY VALUES AND SPARK THE IMAGINATION WHICH INSPIRES LEARNING AND NURTURING GROWTH THROUGH PLAY.",100.0,837.3106535362579,120.2041181736795,,,,,,,,,
251592872,QUAINT CORNER CHILDREN'S MUSEUM,"TO OFFER EDUCATIONAL AND INTERACTIVE EXHIBITS FOR CHILDREN, BRINGING FAMILIES TOGETHER IN A SAFE ENVIRONMENT, EMPHASIZE THE IMPORTANCE OF THE FAMILY VALUES AND SPARK THE IMAGINATION WHICH INSPIRES LEARNING AND NURTURING GROWTH THROUGH PLAY.",100.0,837.3106535362579,120.2041181736795,,,,,,,,,
261339150,ADAMS MORGAN YOUTH LEADERSHIP ACADE,Organize and educate wayward students,,,,,,100.0,2034.2340848806366,483.07360742705566,,,792.5563660477453,
261886032,CARMA FOUNDATION INC,"MISSIONS TO HAITI, SCHOLARSHIP FUNDS, HURRICANE RELIEF, EARTH QUAKE RELIEF, STABILIZATION OF THE CARMA ORPHANS STABILIZATION OF VILLAGE THEODAT AND LASSARE - ORGANIZING RELIEF, FOOD AND GOOD DRIVES",100.0,11.158231460465364,,,,,,26.70695124703009,,24.431569306733564,9.63179760814452,5.10691673635169
261945859,FERTILE GROUND,Provide social services to,100.0,,46.38036809815951,,,,29.36021034180543,36.45674220608488,48.0806310254163,0.31050456992612996,9.59559283836234,76.38662827094028
262011045,IGLESIA CAMINO VERAD Y VIDA,RELIGIOUS SERVICES,,,,100.0,105.2151720200816,86.33661870141209,105.36796682170022,,70.60798898534178,66.50099904293366,93.96964252732676,
262157448,NEW YORK ORATORY OF ST PHILIP NERI INC,"TO ASSIST PEOPLE IN THE GENERAL COMMUNITY IN TIMES OF NEED, WHETHER IT BE FOR EMOTIONAL, SPIRITUAL OR FINANCIAL REASONS IN A CHRISTIAN METHOD.",100.0,633.2697995399277,820.0788695366415,1229.4314820900427,2383.4176799211305,4292.4876766349,6448.248439040421,,,,,
262157448,NEW YORK ORATORY OF ST PHILIP NERIINC,"TO ASSIST PEOPLE IN THE GENERAL COMMUNITY IN TIMES OF NEED, WHETHER IT BE FOR EMOTIONAL, SPIRITUAL OR FINANCIAL REASONS IN A CHRISTIAN METHOD.",100.0,633.2697995399277,820.0788695366415,1229.4314820900427,2383.4176799211305,4292.4876766349,6448.248439040421,,,,,
262175573,HUGHES SCHOOLS,"TO SUPPORT EDUCATION AND LEARNING OF THE ARTS AROUND THE WORLD, SPECIFICALLY ASSOCIATED WITH HUGHES SCHOOL IN COCHABAMBA, BOLIVIA.",,,,,,100.0,32.02426672192052,2.976721101350668,,,,7.75465361133732
262313488,MENTORSCOPE COMMUNITY OUTREACH,"ORGANIZATION DEDICATED TO ENHANCING LIVES AND FOSTERING COMMUNITIES THROUGH EDUCATION, PREVENTIVE JUSTICE FOR YOUTH, URBAN DEVELOPMENT, ADOLESCENTS IN TRANSITION, AND AGING AND ELDER SERVICES.",,,,,,100.0,,,,,,71439.0
262322255,CROSSROADS ALLIANCE,"building a stronger community for adaptive athletes and their coaches. We help athletes with permanent needs participate in life-changing fitness opportunities through education, grants, and competition.",100.0,95.67113702623907,98.07580174927114,,,,,,,,,
262363984,East Stroudsburg Elementary PTO,"To encourage involvement between school, community, parents/guardians, children, and teachers.",,100.0,,,,,,,,,,
262533901,SANTA MONICA UNITED FOOTBAL CLUB INC,"SANTA MONICA UNITED FOOTBALL CLUB IS A YOUTH CLUB ORGANIZED TO PROVIDE COACHING, PROMOTE THE DEVELOPMENT OF SOCCER SKILLS AND SPORTSMANSHIP AND TO ENCOURAGE AMATEUR ATHLETIC COMPETITION. EVERY PLAYER PARTICIPATES IN LEAGUE COMPETITION AS WELL AS 10 T0 12 LOCAL AND NATIONAL TURNAMENTS.",100.0,,,,,296.205512468909,,330.2379169445695,321.387724439158,314.14162330579586,336.07520111337715,346.2350082949486
262806089,NATIONAL WOMEN IN AGRICULTURE ASSOC,RISK MANAGEMENT SPECIALTY CROP EDUCATION AND TRAINING TO SOCIALLY DISADVANTAGED FARMERS,100.0,133.88103448275862,,,,,,,158.6206896551724,,,113.44827586206895
262890015,FOOTHILLS HARVEST TRANSITIONAL SERVICES,CHRISTIAN-CENTERED RECOVERY BASED SERVICES FOR THE HOMELESS RECOVERING ADDICTS ALCOHOLICS AND EX-OFFENDERS TO HELP THEM SUCCESSFULLY REENTER INTO THE COMMUNITY,100.0,,,,19.49108941397382,9.46431841501734,3.777879190417087,,,8.24930456444079,2.581177749550183,
262999903,SKYWALK MEMORIAL FOUNDATION INC,CONSTRUCT AND MAINTAIN A MEMORIAL TO THOSE LIVES LOST DURING THE SKYWALK COLLAPSE.,,,,,100.0,8.098646710772085,,6.627863538315077,,,,
263012002,NEW YORK CONCERT ARTISTS ASSOCIATES INC,"TO ENHANCE AND PROMOTE MUSICAL PERFORMANCES OF ALL KINDS OF ENSEMBLES SUCH AS ORCHESTRAS, CHAMBER ENSEMBLES, AND SOLO RECITALS BY PROVIDING A VARIETY OF PERFORMANCE OPPORTUNITIES AND PERSONAL NETWORKS TO MEMBERS OF MUSICIANS IN NEW YORK SO THAT IT ACHIEVES EXPANDING AND PROMOTING CLASSICAL MUSIC ACTIVITIES IN METROPOLITAN AREAS AND IN THE UNITED STATES.",,,,100.0,614.6872727272728,784.7709090909091,902.7309090909091,854.7963636363637,1312.1127272727274,396.51272727272726,246.92,1176.0290909090909
263168174,TRIANGLE CRICKET LEAGUE INC,"TRIANGLE CRICKET LEAGUE (TCL) IS A NONPROFIT BASED AROUND THE TRIANGLE REGION OF NORTH CAROLINA ENCOMPASSING RALEIGH, DURHAM, CARY AND CHAPEL HILL. THE TCLS MISSION IS TO PLAY AND PROMOTE THE GAME OF CRICKET IN THE TRIANGLE REGION AMONGST BOTH ADULT, YOUTH AND WOMEN PLAYERS.",,,,,,100.0,100.0,,165.15807633410222,,,
263214218,LIBERTY HIGH SCHOOL PARENTS OF,SUPPORT HIGH SCHOOL THEATER PROGRAM.,,,,,,100.0,,,,1157.850662944871,,
263297754,DETOURS MENTORING GROUP INC,"The mission of the Detours Mentoring Group is dedicated to enhance the empowerment of at risk youth in our community to enable the youth to make positive life choices that will benefit and maximize their personal potential. Committed to being a pillar in the community, instill a progressive sense of life career planning and achievement. Our goal is to reach the youth between 12 thru 18 years by reaching out to them right where their need may be.",100.0,157.30260987341333,140.27852541283926,,,,,,,,,
263473110,HUMANITARIAN EMERGENCY RESPONSE,"OUR MISSION IS TO BE AMONG THE FIRST RESPONDERS IN ANY EMERGENCY SITUATION. WE STRIVE DAILY TO CONNECT WITH, REACH AND INTEGRATE WITH PEOPLE FROM ALL NATIONS.",100.0,,,,,,,,,,,
263621682,AFRICAN AMERICAN CULTURAL EVENTS COMMITTEE,TO RAISE MONEY FOR YOUTH SCHOLARSHIPS AND SICKLE CELL AWARENESS.,,,,,,100.0,,0.0,,,,0.0
263745001,BAPTIST CHURCH OF JESUS CHRIST,"PUBLIC CHARITY STATUS, QUALIFIED TO RECEIVE TAX DEDUCTIBLE BEQUETS, DEVISES, TRANSFERS OR GIFTS",,,,,,,100.0,,100.0,,,
